Gene name,Gene stable ID version,Human gene stable ID,Human gene name,Human homology type,%id. target Human gene identical to query gene,%id. query gene identical to target Human gene,Human Gene-order conservation score,"Human orthology confidence [0 low, 1 high]",Mouse gene stable ID,Mouse gene name,Mouse homology type,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,"Mouse orthology confidence [0 low, 1 high]"
ACKR2,ENSCJAG00000068586.2,ENSG00000144648,ACKR2,ortholog_one2one,90.8854,90.8854,75.0,1.0,ENSMUSG00000044534,Ackr2,ortholog_one2one,69.7917,70.8995,50.0,0.0
ACKR3,ENSCJAG00000022033.4,ENSG00000144476,ACKR3,ortholog_one2one,97.5138,97.5138,100.0,1.0,ENSMUSG00000044337,Ackr3,ortholog_one2one,92.2652,92.2652,100.0,1.0
ACKR4,ENSCJAG00000053155.2,ENSG00000129048,ACKR4,ortholog_one2one,93.1429,93.1429,100.0,1.0,ENSMUSG00000079355,Ackr4,ortholog_one2one,83.7143,83.7143,100.0,1.0
ACLY,ENSCJAG00000014988.6,ENSG00000131473,ACLY,ortholog_one2one,99.5459,99.5459,100.0,1.0,ENSMUSG00000020917,Acly,ortholog_one2one,97.7293,97.7293,100.0,1.0
ACMSD,ENSCJAG00000011557.5,ENSG00000153086,ACMSD,ortholog_one2one,96.131,96.131,100.0,1.0,ENSMUSG00000026348,Acmsd,ortholog_one2one,87.2024,87.2024,100.0,1.0
ACO1,ENSCJAG00000007687.5,ENSG00000122729,ACO1,ortholog_one2one,82.5837,97.0754,100.0,1.0,ENSMUSG00000028405,Aco1,ortholog_one2one,78.3732,92.126,100.0,1.0
ACOD1,ENSCJAG00000021189.6,ENSG00000102794,ACOD1,ortholog_one2one,91.9918,93.1393,100.0,1.0,ENSMUSG00000022126,Acod1,ortholog_one2one,81.3142,81.1475,100.0,1.0
ACOT11,ENSCJAG00000015521.5,ENSG00000162390,ACOT11,ortholog_one2one,77.2657,84.6801,100.0,1.0,ENSMUSG00000034853,Acot11,ortholog_one2one,70.6605,74.9186,100.0,1.0
ACOT12,ENSCJAG00000019453.3,ENSG00000172497,ACOT12,ortholog_one2one,88.057,89.009,100.0,1.0,ENSMUSG00000021620,Acot12,ortholog_one2one,75.4011,76.0791,100.0,1.0
ACOT13,ENSCJAG00000051510.2,ENSG00000112304,ACOT13,ortholog_one2one,85.0,85.0,100.0,1.0,ENSMUSG00000006717,Acot13,ortholog_one2one,80.7143,80.7143,100.0,1.0
ACOT4,ENSCJAG00000009911.6,ENSG00000177465,ACOT4,ortholog_one2one,87.53,86.6983,75.0,1.0,ENSMUSG00000052392,Acot4,ortholog_one2one,71.4628,70.7839,100.0,1.0
ACOT8,ENSCJAG00000017332.4,ENSG00000101473,ACOT8,ortholog_one2one,91.5625,91.8495,100.0,1.0,ENSMUSG00000017307,Acot8,ortholog_one2one,84.375,84.375,100.0,1.0
ACOT9,ENSCJAG00000040134.3,ENSG00000123130,ACOT9,ortholog_one2one,97.1047,97.3214,100.0,1.0,ENSMUSG00000047565,Acot10,ortholog_one2many,78.8419,80.6378,0.0,0.0
ACOX1,ENSCJAG00000013890.6,ENSG00000161533,ACOX1,ortholog_one2one,93.4947,93.6364,100.0,1.0,ENSMUSG00000020777,Acox1,ortholog_one2one,84.7201,84.7201,100.0,1.0
ACOX2,ENSCJAG00000019727.5,ENSG00000168306,ACOX2,ortholog_one2one,82.6772,92.511,100.0,1.0,ENSMUSG00000021751,Acox2,ortholog_one2one,64.3045,71.953,100.0,1.0
ACOX3,ENSCJAG00000007110.5,ENSG00000087008,ACOX3,ortholog_one2one,88.412,88.2857,100.0,1.0,ENSMUSG00000029098,Acox3,ortholog_one2one,71.8169,71.7143,100.0,1.0
ACP2,ENSCJAG00000020008.4,ENSG00000134575,ACP2,ortholog_one2one,97.6359,97.6359,100.0,1.0,ENSMUSG00000002103,Acp2,ortholog_one2one,88.1797,85.9447,100.0,1.0
ACP3,ENSCJAG00000003103.5,ENSG00000014257,ACP3,ortholog_one2one,77.2834,85.4922,100.0,1.0,ENSMUSG00000032561,Acpp,ortholog_one2one,71.897,73.6211,100.0,1.0
ACP5,ENSCJAG00000005507.4,ENSG00000102575,ACP5,ortholog_one2one,94.4615,94.4615,100.0,1.0,ENSMUSG00000001348,Acp5,ortholog_one2one,85.8462,85.3211,75.0,1.0
ACP6,ENSCJAG00000002370.5,ENSG00000162836,ACP6,ortholog_one2one,92.2897,92.2897,100.0,1.0,ENSMUSG00000028093,Acp6,ortholog_one2one,74.5327,76.3158,75.0,1.0
ACP7,ENSCJAG00000014028.4,ENSG00000183760,ACP7,ortholog_one2one,95.4338,95.4338,100.0,1.0,ENSMUSG00000037469,Acp7,ortholog_one2one,83.3333,73.5887,100.0,1.0
ACR,ENSCJAG00000018409.5,ENSG00000100312,ACR,ortholog_one2one,83.7905,79.81,50.0,1.0,ENSMUSG00000022622,Acr,ortholog_one2one,68.8279,63.3028,50.0,0.0
ACRBP,ENSCJAG00000008090.5,ENSG00000111644,ACRBP,ortholog_one2one,89.9804,84.3462,100.0,1.0,ENSMUSG00000072770,Acrbp,ortholog_one2one,72.888,68.7037,100.0,1.0
ACRV1,ENSCJAG00000044455.3,ENSG00000134940,ACRV1,ortholog_one2one,82.4,77.7358,100.0,1.0,ENSMUSG00000032110,Acrv1,ortholog_one2one,60.4,57.8544,75.0,1.0
ACSBG1,ENSCJAG00000010176.4,ENSG00000103740,ACSBG1,ortholog_one2one,86.8687,95.0276,100.0,1.0,ENSMUSG00000032281,Acsbg1,ortholog_one2one,80.0505,87.9334,100.0,1.0
ACSBG2,ENSCJAG00000016734.5,ENSG00000130377,ACSBG2,ortholog_one2one,87.8378,87.8378,100.0,1.0,ENSMUSG00000024207,Acsbg2,ortholog_one2one,68.3183,68.2159,0.0,0.0
ACSL1,ENSCJAG00000005780.5,ENSG00000151726,ACSL1,ortholog_one2one,82.4377,90.1146,75.0,1.0,ENSMUSG00000018796,Acsl1,ortholog_one2one,73.2634,79.9714,50.0,0.0
ACSL3,ENSCJAG00000012308.5,ENSG00000123983,ACSL3,ortholog_one2one,97.0833,97.0833,100.0,1.0,ENSMUSG00000032883,Acsl3,ortholog_one2one,93.1944,93.1944,100.0,1.0
ACSL4,ENSCJAG00000007315.5,ENSG00000068366,ACSL4,ortholog_one2one,82.8931,98.3582,100.0,1.0,ENSMUSG00000031278,Acsl4,ortholog_one2one,86.1635,96.3432,100.0,1.0
ACSL5,ENSCJAG00000018943.5,ENSG00000197142,ACSL5,ortholog_one2one,82.1333,90.1903,100.0,1.0,ENSMUSG00000024981,Acsl5,ortholog_one2one,74.6667,81.9912,100.0,1.0
ACSL6,ENSCJAG00000012835.6,ENSG00000164398,ACSL6,ortholog_one2one,96.9529,96.9529,100.0,1.0,ENSMUSG00000020333,Acsl6,ortholog_one2one,89.6122,89.6122,100.0,1.0
ACSM3,ENSCJAG00000035643.4,ENSG00000005187,ACSM3,ortholog_one2one,93.5154,93.5154,100.0,1.0,ENSMUSG00000030935,Acsm3,ortholog_one2one,86.0068,81.0289,100.0,1.0
ACSM4,ENSCJAG00000005054.4,ENSG00000215009,ACSM4,ortholog_one2one,93.2759,93.2759,75.0,1.0,ENSMUSG00000047026,Acsm4,ortholog_one2one,85.6897,85.6897,0.0,0.0
ACSM5,ENSCJAG00000036244.4,ENSG00000183549,ACSM5,ortholog_one2one,95.8549,95.8549,100.0,1.0,ENSMUSG00000030972,Acsm5,ortholog_one2one,85.3195,85.4671,100.0,1.0
ACSS1,ENSCJAG00000011837.5,ENSG00000154930,ACSS1,ortholog_one2one,92.4964,93.0334,75.0,1.0,ENSMUSG00000027452,Acss1,ortholog_one2one,84.127,85.4839,75.0,1.0
ACSS2,ENSCJAG00000018019.4,ENSG00000131069,ACSS2,ortholog_one2one,95.9384,97.7175,100.0,1.0,ENSMUSG00000027605,Acss2,ortholog_one2one,92.577,92.577,100.0,1.0
ACSS3,ENSCJAG00000019352.5,ENSG00000111058,ACSS3,ortholog_one2one,90.5293,94.7522,100.0,1.0,ENSMUSG00000035948,Acss3,ortholog_one2one,85.2368,89.7361,100.0,1.0
ACTA1,ENSCJAG00000011114.5,ENSG00000143632,ACTA1,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000031972,Acta1,ortholog_one2one,100.0,100.0,100.0,1.0
ACTA2,ENSCJAG00000005576.5,ENSG00000107796,ACTA2,ortholog_one2one,96.6667,100.0,100.0,1.0,ENSMUSG00000035783,Acta2,ortholog_one2one,96.6667,100.0,100.0,1.0
ACTBL2,ENSCJAG00000076839.1,ENSG00000169067,ACTBL2,ortholog_one2one,97.6064,97.6064,100.0,1.0,ENSMUSG00000055194,Actbl2,ortholog_one2one,97.0745,97.0745,100.0,1.0
ACTC1,ENSCJAG00000021047.5,ENSG00000159251,ACTC1,ortholog_one2one,87.7551,91.2467,75.0,1.0,ENSMUSG00000068614,Actc1,ortholog_one2one,87.7551,91.2467,100.0,1.0
ACTG1,ENSCJAG00000002885.3,ENSG00000184009,ACTG1,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000062825,Actg1,ortholog_one2one,100.0,100.0,100.0,1.0
ACTG2,ENSCJAG00000017882.5,ENSG00000163017,ACTG2,ortholog_one2one,100.0,100.0,75.0,1.0,ENSMUSG00000059430,Actg2,ortholog_one2one,100.0,100.0,75.0,1.0
ACTL10,ENSCJAG00000058257.2,ENSG00000288649,ACTL10,ortholog_one2one,62.2283,93.4694,100.0,1.0,ENSMUSG00000078129,Actl10,ortholog_one2one,74.4565,79.1908,100.0,1.0
ACTL6A,ENSCJAG00000013036.5,ENSG00000136518,ACTL6A,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000027671,Actl6a,ortholog_one2one,98.3683,98.3683,100.0,1.0
ACTL6B,ENSCJAG00000015106.4,ENSG00000077080,ACTL6B,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000029712,Actl6b,ortholog_one2one,99.7653,99.7653,100.0,1.0
ACTL7B,ENSCJAG00000047256.2,ENSG00000148156,ACTL7B,ortholog_one2one,93.0456,93.494,100.0,1.0,ENSMUSG00000070980,Actl7b,ortholog_one2one,85.1319,84.9282,50.0,0.0
ACTL8,ENSCJAG00000007579.5,ENSG00000117148,ACTL8,ortholog_one2one,91.8256,92.0765,100.0,1.0,,,,,,,
ACTL9,ENSCJAG00000022426.4,ENSG00000181786,ACTL9,ortholog_one2one,89.1827,89.1827,75.0,1.0,ENSMUSG00000092519,Actl9,ortholog_one2one,75.7212,75.9036,25.0,0.0
ACTMAP,ENSCJAG00000014857.5,ENSG00000188493,ACTMAP,ortholog_one2one,90.7781,89.7436,100.0,1.0,ENSMUSG00000078786,BC024978,ortholog_one2one,73.487,70.6371,100.0,1.0
ACTN1,ENSCJAG00000015020.6,ENSG00000072110,ACTN1,ortholog_one2one,86.7745,99.7812,100.0,1.0,ENSMUSG00000015143,Actn1,ortholog_one2one,84.1104,99.1031,100.0,1.0
ACTN2,ENSCJAG00000017702.5,ENSG00000077522,ACTN2,ortholog_one2one,97.7998,99.4407,100.0,1.0,ENSMUSG00000052374,Actn2,ortholog_one2one,97.6898,99.3289,100.0,1.0
ACTN3,ENSCJAG00000001334.4,ENSG00000248746,ACTN3,ortholog_one2one,90.552,94.6726,100.0,1.0,ENSMUSG00000006457,Actn3,ortholog_one2one,89.5966,93.7778,100.0,1.0
ACTN4,ENSCJAG00000013777.5,ENSG00000130402,ACTN4,ortholog_one2one,99.8902,99.8902,100.0,1.0,ENSMUSG00000054808,Actn4,ortholog_one2one,98.6828,96.4592,100.0,1.0
ACTR10,ENSCJAG00000018680.5,ENSG00000131966,ACTR10,ortholog_one2one,98.0815,98.0815,100.0,1.0,ENSMUSG00000021076,Actr10,ortholog_one2one,95.4436,95.4436,50.0,0.0
ACTR1A,ENSCJAG00000018011.5,ENSG00000138107,ACTR1A,ortholog_one2one,93.3735,82.4468,75.0,1.0,ENSMUSG00000025228,Actr1a,ortholog_one2one,93.3735,82.4468,100.0,1.0
ACTR1B,ENSCJAG00000016919.5,ENSG00000115073,ACTR1B,ortholog_one2one,67.5565,87.5,100.0,1.0,ENSMUSG00000037351,Actr1b,ortholog_one2one,67.5565,87.5,100.0,1.0
ACTR2,ENSCJAG00000006722.5,ENSG00000138071,ACTR2,ortholog_one2one,98.4962,99.7462,100.0,1.0,ENSMUSG00000020152,Actr2,ortholog_one2one,98.4962,99.7462,100.0,1.0
ACTR3,ENSCJAG00000014091.5,ENSG00000115091,ACTR3,ortholog_one2one,93.9252,96.1722,50.0,1.0,ENSMUSG00000026341,Actr3,ortholog_one2one,93.4579,95.6938,100.0,1.0
ACTR3B,ENSCJAG00000019650.5,ENSG00000133627,ACTR3B,ortholog_one2one,100.0,100.0,100.0,1.0,ENSMUSG00000056367,Actr3b,ortholog_one2one,98.3254,98.3254,100.0,1.0
ACTR5,ENSCJAG00000011470.4,ENSG00000101442,ACTR5,ortholog_one2one,97.8583,97.8583,100.0,1.0,ENSMUSG00000037761,Actr5,ortholog_one2one,89.4563,89.3092,100.0,1.0
ACTR6,ENSCJAG00000002192.5,ENSG00000075089,ACTR6,ortholog_one2one,99.7475,99.7475,100.0,1.0,ENSMUSG00000019948,Actr6,ortholog_one2one,98.2323,98.2323,100.0,1.0
ACTR8,ENSCJAG00000007566.5,ENSG00000113812,ACTR8,ortholog_one2one,96.5854,95.1923,100.0,1.0,ENSMUSG00000015971,Actr8,ortholog_one2one,94.4715,93.109,100.0,1.0
ACTRT2,ENSCJAG00000022478.5,ENSG00000169717,ACTRT2,ortholog_one2one,87.5332,87.5332,100.0,1.0,ENSMUSG00000051276,Actrt2,ortholog_one2one,76.9231,76.9231,100.0,1.0
ACTRT3,ENSCJAG00000002650.4,ENSG00000184378,ACTRT3,ortholog_one2one,93.0107,93.0107,100.0,1.0,ENSMUSG00000037737,Actrt3,ortholog_one2one,77.4194,78.0488,75.0,1.0
ACVR1,ENSCJAG00000015359.4,ENSG00000115170,ACVR1,ortholog_one2one,99.0177,99.0177,100.0,1.0,ENSMUSG00000026836,Acvr1,ortholog_one2one,97.8389,97.8389,100.0,1.0
ACVR1B,ENSCJAG00000017891.5,ENSG00000135503,ACVR1B,ortholog_one2one,81.4394,85.1485,100.0,1.0,ENSMUSG00000000532,Acvr1b,ortholog_one2one,80.303,83.9604,100.0,1.0
ACVR1C,ENSCJAG00000015385.5,ENSG00000123612,ACVR1C,ortholog_one2one,97.9716,97.9716,100.0,1.0,ENSMUSG00000026834,Acvr1c,ortholog_one2one,92.4949,92.4949,100.0,1.0
ACVR2A,ENSCJAG00000012496.5,ENSG00000121989,ACVR2A,ortholog_one2one,98.2726,99.8051,100.0,1.0,ENSMUSG00000052155,Acvr2a,ortholog_one2one,97.8887,99.4152,100.0,1.0
ACVR2B,ENSCJAG00000010067.5,ENSG00000114739,ACVR2B,ortholog_one2one,90.1923,91.6016,100.0,1.0,ENSMUSG00000061393,Acvr2b,ortholog_one2one,89.8077,87.1269,50.0,0.0
ACVRL1,ENSCJAG00000017879.5,ENSG00000139567,ACVRL1,ortholog_one2one,93.4236,96.0239,100.0,1.0,ENSMUSG00000000530,Acvrl1,ortholog_one2one,85.2998,87.8486,100.0,1.0
ACY1,ENSCJAG00000005914.5,ENSG00000243989,ACY1,ortholog_one2one,60.8,93.1373,100.0,1.0,ENSMUSG00000023262,Acy1,ortholog_one2one,56.48,86.5196,100.0,1.0
ACY3,ENSCJAG00000070289.1,ENSG00000132744,ACY3,ortholog_one2one,91.2226,91.2226,100.0,1.0,ENSMUSG00000024866,Acy3,ortholog_one2one,67.7116,67.9245,100.0,1.0
ADA,ENSCJAG00000017705.5,ENSG00000196839,ADA,ortholog_one2one,54.9505,61.157,100.0,1.0,ENSMUSG00000017697,Ada,ortholog_one2one,47.0297,53.9773,100.0,0.0
ADA2,ENSCJAG00000017242.4,ENSG00000093072,ADA2,ortholog_one2one,87.4755,87.4755,100.0,1.0,,,,,,,
ADAD1,ENSCJAG00000002796.5,ENSG00000164113,ADAD1,ortholog_one2one,94.7826,94.6181,100.0,1.0,ENSMUSG00000027719,Adad1,ortholog_one2one,88.8696,82.5525,100.0,1.0
ADAD2,ENSCJAG00000003981.5,ENSG00000140955,ADAD2,ortholog_one2one,88.7738,88.1647,100.0,1.0,ENSMUSG00000024266,Adad2,ortholog_one2one,67.5302,69.697,100.0,1.0
ADAL,ENSCJAG00000002923.4,ENSG00000168803,ADAL,ortholog_one2one,96.0563,96.0563,100.0,1.0,ENSMUSG00000027259,Adal,ortholog_one2one,82.5352,81.3889,100.0,1.0
ADAM10,ENSCJAG00000020430.5,ENSG00000137845,ADAM10,ortholog_one2one,97.2405,98.9305,100.0,1.0,ENSMUSG00000054693,Adam10,ortholog_one2one,94.0867,95.5941,100.0,1.0
ADAM11,ENSCJAG00000012274.5,ENSG00000073670,ADAM11,ortholog_one2one,87.5604,94.2783,100.0,1.0,ENSMUSG00000020926,Adam11,ortholog_one2one,84.6618,90.1028,100.0,1.0
ADAM12,ENSCJAG00000012314.5,ENSG00000148848,ADAM12,ortholog_one2one,90.1982,90.3974,100.0,1.0,ENSMUSG00000054555,Adam12,ortholog_one2one,82.1586,82.6135,100.0,1.0
ADAM15,ENSCJAG00000009075.5,ENSG00000143537,ADAM15,ortholog_one2one,92.0139,92.1205,100.0,1.0,ENSMUSG00000028041,Adam15,ortholog_one2one,79.6296,79.6296,100.0,1.0
ADAM17,ENSCJAG00000006369.5,ENSG00000151694,ADAM17,ortholog_one2one,93.75,98.301,100.0,1.0,ENSMUSG00000052593,Adam17,ortholog_one2one,87.3843,89.2435,100.0,1.0
ADAM18,ENSCJAG00000002167.4,ENSG00000168619,ADAM18,ortholog_one2one,89.0173,83.3559,100.0,1.0,ENSMUSG00000031552,Adam18,ortholog_one2one,60.1156,57.8581,100.0,1.0
ADAM19,ENSCJAG00000018932.5,ENSG00000135074,ADAM19,ortholog_one2one,89.8429,93.4641,100.0,1.0,,,,,,,
ADAM2,ENSCJAG00000006436.5,ENSG00000104755,ADAM2,ortholog_one2one,87.3124,87.0748,100.0,1.0,ENSMUSG00000022039,Adam2,ortholog_one2one,59.8909,59.7279,0.0,0.0
ADAM20,ENSCJAG00000014805.5,ENSG00000134007,ADAM20,ortholog_one2one,85.0129,90.6336,100.0,1.0,ENSMUSG00000046282,Adam20,ortholog_one2many,44.186,45.0,0.0,0.0
ADAM22,ENSCJAG00000014311.5,ENSG00000008277,ADAM22,ortholog_one2one,86.0696,89.7303,100.0,1.0,ENSMUSG00000040537,Adam22,ortholog_one2one,79.9005,86.6235,100.0,1.0
ADAM23,ENSCJAG00000005821.5,ENSG00000114948,ADAM23,ortholog_one2one,78.8423,94.9519,100.0,1.0,ENSMUSG00000025964,Adam23,ortholog_one2one,74.5509,90.1086,100.0,1.0
ADAM28,ENSCJAG00000020075.5,ENSG00000042980,ADAM28,ortholog_one2one,83.8433,88.3871,100.0,1.0,ENSMUSG00000014725,Adam28,ortholog_one2one,66.8299,68.8525,100.0,1.0
ADAM29,ENSCJAG00000005263.5,ENSG00000168594,ADAM29,ortholog_one2one,81.5951,81.0976,100.0,1.0,ENSMUSG00000046258,Adam29,ortholog_one2one,52.2699,55.8322,100.0,1.0
ADAM32,ENSCJAG00000002251.4,ENSG00000197140,ADAM32,ortholog_one2one,86.962,87.2935,100.0,1.0,ENSMUSG00000037437,Adam32,ortholog_one2one,57.5949,60.3448,100.0,1.0
ADAM33,ENSCJAG00000021161.5,ENSG00000149451,ADAM33,ortholog_one2one,87.6747,84.8708,100.0,1.0,ENSMUSG00000027318,Adam33,ortholog_one2one,70.648,69.7616,100.0,1.0
ADAM7,ENSCJAG00000020053.5,ENSG00000069206,ADAM7,ortholog_one2one,80.0,85.4111,100.0,1.0,ENSMUSG00000022056,Adam7,ortholog_one2one,63.8509,65.1458,100.0,1.0
ADAM9,ENSCJAG00000002262.5,ENSG00000168615,ADAM9,ortholog_one2one,96.7033,96.7033,100.0,1.0,ENSMUSG00000031555,Adam9,ortholog_one2one,85.2259,80.8806,100.0,1.0
ADAMDEC1,ENSCJAG00000020062.5,ENSG00000134028,ADAMDEC1,ortholog_one2one,87.9237,88.2979,100.0,1.0,ENSMUSG00000022057,Adamdec1,ortholog_one2one,61.8644,62.5268,100.0,1.0
ADAMTS1,ENSCJAG00000013983.5,ENSG00000154734,ADAMTS1,ortholog_one2one,95.9669,95.9669,75.0,1.0,ENSMUSG00000022893,Adamts1,ortholog_one2one,81.5926,81.5083,100.0,1.0
ADAMTS10,ENSCJAG00000010967.5,ENSG00000142303,ADAMTS10,ortholog_one2one,98.0961,98.0961,75.0,1.0,ENSMUSG00000024299,Adamts10,ortholog_one2one,94.4696,94.3841,75.0,1.0
ADAMTS12,ENSCJAG00000018638.5,ENSG00000151388,ADAMTS12,ortholog_one2one,93.875,94.2284,100.0,1.0,ENSMUSG00000047497,Adamts12,ortholog_one2one,79.9375,79.9375,100.0,1.0
ADAMTS13,ENSCJAG00000009791.5,ENSG00000160323,ADAMTS13,ortholog_one2one,86.2166,89.4238,100.0,1.0,ENSMUSG00000014852,Adamts13,ortholog_one2one,68.0028,67.8121,100.0,1.0
ADAMTS14,ENSCJAG00000086368.1,ENSG00000138316,ADAMTS14,ortholog_one2one,94.2088,94.4399,100.0,1.0,ENSMUSG00000059901,Adamts14,ortholog_one2one,80.9951,82.134,100.0,1.0
ADAMTS15,ENSCJAG00000009521.5,ENSG00000166106,ADAMTS15,ortholog_one2one,97.3684,97.3684,100.0,1.0,ENSMUSG00000033453,Adamts15,ortholog_one2one,92.5263,92.5263,100.0,1.0
ADAMTS16,ENSCJAG00000008588.5,ENSG00000145536,ADAMTS16,ortholog_one2one,90.1743,92.9739,100.0,1.0,ENSMUSG00000049538,Adamts16,ortholog_one2one,78.6054,81.1784,100.0,1.0
ADAMTS17,ENSCJAG00000017094.5,ENSG00000140470,ADAMTS17,ortholog_one2one,95.2511,95.2511,100.0,1.0,ENSMUSG00000058145,Adamts17,ortholog_one2one,87.8539,85.7398,100.0,1.0
ADAMTS18,ENSCJAG00000014053.5,ENSG00000140873,ADAMTS18,ortholog_one2one,96.2326,96.2326,100.0,1.0,ENSMUSG00000053399,Adamts18,ortholog_one2one,88.3702,88.5152,100.0,1.0
ADAMTS19,ENSCJAG00000019311.5,ENSG00000145808,ADAMTS19,ortholog_one2one,95.3833,95.3833,100.0,1.0,ENSMUSG00000053441,Adamts19,ortholog_one2one,85.8203,86.0331,100.0,1.0
ADAMTS2,ENSCJAG00000018919.5,ENSG00000087116,ADAMTS2,ortholog_one2one,96.2036,92.0727,50.0,1.0,ENSMUSG00000036545,Adamts2,ortholog_one2one,89.4737,85.4905,50.0,0.0
ADAMTS20,ENSCJAG00000013458.5,ENSG00000173157,ADAMTS20,ortholog_one2one,87.5,87.5916,100.0,1.0,ENSMUSG00000022449,Adamts20,ortholog_one2one,69.7176,69.937,100.0,1.0
ADAMTS3,ENSCJAG00000014220.5,ENSG00000156140,ADAMTS3,ortholog_one2one,97.3422,97.2614,100.0,1.0,ENSMUSG00000043635,Adamts3,ortholog_one2one,86.1296,86.1296,100.0,1.0
ADAMTS4,ENSCJAG00000005115.5,ENSG00000158859,ADAMTS4,ortholog_one2one,96.7742,96.7742,100.0,1.0,ENSMUSG00000006403,Adamts4,ortholog_one2one,89.3668,88.5207,100.0,1.0
ADAMTS5,ENSCJAG00000013997.5,ENSG00000154736,ADAMTS5,ortholog_one2one,96.1249,96.0215,75.0,1.0,ENSMUSG00000022894,Adamts5,ortholog_one2one,89.2357,89.1398,100.0,1.0
ADAMTS6,ENSCJAG00000015704.4,ENSG00000049192,ADAMTS6,ortholog_one2one,98.4781,98.4781,100.0,1.0,ENSMUSG00000046169,Adamts6,ortholog_one2one,95.3447,95.3447,100.0,1.0
ADAMTS7,ENSCJAG00000002181.5,ENSG00000136378,ADAMTS7,ortholog_one2one,82.5097,88.1376,50.0,1.0,ENSMUSG00000032363,Adamts7,ortholog_one2one,64.8529,70.4888,50.0,0.0
ADAMTS8,ENSCJAG00000009481.5,ENSG00000134917,ADAMTS8,ortholog_one2one,95.9686,96.4005,100.0,1.0,ENSMUSG00000031994,Adamts8,ortholog_one2one,80.4031,79.337,100.0,1.0
ADAMTS9,ENSCJAG00000019487.5,ENSG00000163638,ADAMTS9,ortholog_one2one,95.0586,96.4341,100.0,1.0,ENSMUSG00000030022,Adamts9,ortholog_one2one,86.3984,87.8301,50.0,0.0
ADAMTSL1,ENSCJAG00000032318.4,ENSG00000178031,ADAMTSL1,ortholog_one2one,97.1056,97.1056,100.0,1.0,ENSMUSG00000066113,Adamtsl1,ortholog_one2one,90.3519,90.8157,100.0,1.0
ADAMTSL2,ENSCJAG00000009961.5,ENSG00000197859,ADAMTSL2,ortholog_one2one,95.1832,95.5836,100.0,1.0,ENSMUSG00000036040,Adamtsl2,ortholog_one2one,88.1675,87.9833,100.0,1.0
ADAMTSL3,ENSCJAG00000015699.5,ENSG00000156218,ADAMTSL3,ortholog_one2one,95.3792,95.2099,50.0,1.0,ENSMUSG00000070469,Adamtsl3,ortholog_one2one,84.9526,84.0563,100.0,1.0
ADAMTSL4,ENSCJAG00000006555.5,ENSG00000143382,ADAMTSL4,ortholog_one2one,92.5961,91.9926,75.0,1.0,ENSMUSG00000015850,Adamtsl4,ortholog_one2one,75.4452,77.7027,75.0,1.0
ADAMTSL5,ENSCJAG00000038452.3,ENSG00000185761,ADAMTSL5,ortholog_one2one,92.3567,92.3567,100.0,1.0,ENSMUSG00000043822,Adamtsl5,ortholog_one2one,79.1932,76.9072,100.0,1.0
ADAP1,ENSCJAG00000015811.6,ENSG00000105963,ADAP1,ortholog_one2one,64.8871,84.492,100.0,1.0,ENSMUSG00000056413,Adap1,ortholog_one2one,63.039,82.0856,100.0,1.0
ADAR,ENSCJAG00000009410.5,ENSG00000160710,ADAR,ortholog_one2one,92.1697,92.1697,100.0,1.0,ENSMUSG00000027951,Adar,ortholog_one2one,74.3067,77.3345,100.0,1.0
ADARB1,ENSCJAG00000018646.5,ENSG00000197381,ADARB1,ortholog_one2one,82.5511,97.8602,100.0,1.0,ENSMUSG00000020262,Adarb1,ortholog_one2one,79.9037,93.3896,100.0,1.0
ADARB2,ENSCJAG00000008412.5,ENSG00000185736,ADARB2,ortholog_one2one,94.6164,95.1286,100.0,1.0,ENSMUSG00000052551,Adarb2,ortholog_one2one,82.5034,82.2819,100.0,1.0
ADAT1,ENSCJAG00000014241.5,ENSG00000065457,ADAT1,ortholog_one2one,91.2351,91.2351,100.0,1.0,ENSMUSG00000031949,Adat1,ortholog_one2one,77.6892,78.1563,100.0,1.0
ADAT2,ENSCJAG00000019222.6,ENSG00000189007,ADAT2,ortholog_one2one,95.8115,95.8115,100.0,1.0,ENSMUSG00000019808,Adat2,ortholog_one2one,89.0052,89.0052,100.0,1.0
ADCK1,ENSCJAG00000017038.5,ENSG00000063761,ADCK1,ortholog_one2one,96.7495,96.7495,100.0,1.0,ENSMUSG00000021044,Adck1,ortholog_one2one,87.9541,87.619,50.0,0.0
ADCK2,ENSCJAG00000013509.4,ENSG00000133597,ADCK2,ortholog_one2one,92.1725,92.1725,100.0,1.0,ENSMUSG00000046947,Adck2,ortholog_one2one,71.885,72.9335,100.0,1.0
ADCK5,ENSCJAG00000021412.5,ENSG00000173137,ADCK5,ortholog_one2one,88.0,94.8276,100.0,1.0,ENSMUSG00000022550,Adck5,ortholog_one2one,75.04,80.5842,100.0,1.0
ADCY1,ENSCJAG00000011201.6,ENSG00000164742,ADCY1,ortholog_one2one,98.0444,98.5702,100.0,1.0,ENSMUSG00000020431,Adcy1,ortholog_one2one,92.2667,92.8444,100.0,1.0
